frequency,monetary,avg_order_value,frequency,unique_categories,unique_sellers,avg_review_score,late_delivery_ratio,avg_installments,max_installments,payment_method_count,preferred_payment_type,state,latitude,longitude,churn_label
1,52.84,52.84,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SP,-23.55337624337932,-46.82706392296585,0
1,71.91,71.91,1,1,1,5.0,0.0,1.0,1.0,1,boleto,PR,-23.09658433058406,-52.46639022418029,0
1,151.04,75.52,1,1,1,1.0,0.0,2.0,2.0,1,credit_card,RS,-30.050351210007445,-51.20128781954087,0
1,386.33,386.33,1,1,1,4.0,0.0,10.0,10.0,1,credit_card,RJ,-22.668216321347447,-43.26294839774173,1
1,50.25,50.25,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.01777207807137,-45.54124115355671,1
1,128.68,128.68,1,1,1,5.0,0.0,3.0,3.0,1,credit_card,RJ,-22.935434338375902,-43.18746102675928,0
1,43.46,43.46,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.594392067392963,-46.49711224798588,0
1,91.68,45.84,1,1,1,1.0,1.0,9.0,9.0,1,credit_card,SE,-10.971960184554868,-37.0679014924862,0
3,474.29,118.5725,3,2,3,2.0,0.5,1.0,1.0,1,boleto,SP,-22.863237232686377,-47.149927027967614,1
1,141.15,141.15,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SP,-23.66764303101888,-46.666577219681336,1
1,91.66,91.66,1,1,1,4.0,0.0,1.0,1.0,1,boleto,SP,-23.56057824658505,-46.47364638041831,1
1,53.66,53.66,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,DF,-15.785799316169744,-47.91757453421891,0
1,317.34,317.34,1,1,1,5.0,0.0,9.0,9.0,1,credit_card,RJ,-23.00330081763093,-43.34319458062895,1
1,43.0,43.0,1,1,1,4.0,0.0,1.0,1.0,1,boleto,MG,-19.728684104266936,-47.93589024838246,0
1,346.09000000000003,173.04500000000002,1,2,2,4.0,0.0,3.0,3.0,1,credit_card,MG,-21.74152674732456,-43.35935318131435,0
1,824.76,412.38,1,1,1,3.0,0.0,4.0,4.0,1,credit_card,BA,-12.710701917149567,-41.83039694506672,1
1,39.99,39.99,1,1,1,4.0,0.0,1.0,1.0,1,credit_card,MG,-18.891550305501266,-48.290414824218615,0
1,392.6,98.15,1,1,1,5.0,0.0,3.0,3.0,1,credit_card,SP,-23.537456422361096,-46.46657972158642,0
1,55.02,55.02,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SP,-22.63646630554283,-47.19813868394157,0
1,46.2,46.2,1,1,1,3.0,0.0,1.0,1.0,1,debit_card,SC,-26.249667078860003,-48.80825827248247,0
1,59.34,59.34,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.470017803715308,-46.60784665745604,1
1,209.41,209.41,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-22.73445257995824,-47.17683367865106,0
2,267.6,133.8,2,2,2,4.0,0.0,4.0,4.0,1,credit_card,SP,-23.53272325819,-46.85007701912678,0
1,84.56,84.56,1,1,1,5.0,0.0,1.0,1.0,1,boleto,MG,-21.94865946390439,-44.18564722690645,1
1,267.8,53.56,1,1,1,1.0,0.0,1.0,1.0,1,boleto,PR,-24.98648075226785,-53.49356617221048,1
1,145.66,72.83,1,1,1,5.0,0.0,5.0,5.0,1,credit_card,MT,-15.585091143802286,-56.1075089854287,1
1,37.83,37.83,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SP,-21.17984836317826,-47.788588427365454,0
1,234.28,234.28,1,1,1,1.0,0.0,1.0,1.0,1,voucher,RS,-29.69403034478052,-51.23346246669652,1
1,201.82,100.91,1,1,1,4.0,0.0,1.0,1.0,1,boleto,SP,-23.48478873894373,-46.62475051429702,0
2,238.33,79.44333333333333,2,1,2,3.0,0.0,7.333333333333333,10.0,1,credit_card,SP,-23.52832293947685,-46.35401912162966,1
2,105.25,52.625,2,1,2,3.0,0.5,1.0,1.0,1,boleto,DF,-15.72651048717624,-47.86750478574782,0
1,66.98,66.98,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,MG,-19.86963430072193,-43.950959989265286,1
2,199.76,99.88,2,2,2,3.5,0.0,3.0,3.0,1,credit_card,RS,-29.94099482343822,-51.03509507820845,0
1,63.34,63.34,1,1,1,4.0,0.0,5.0,5.0,1,credit_card,PB,-6.872273036498077,-36.91723505584953,1
1,231.12,231.12,1,1,1,2.0,0.0,1.0,1.0,1,boleto,BA,-12.43761562091354,-39.12034580512634,1
2,881.11,440.555,2,2,1,5.0,0.0,1.0,1.0,1,boleto,SP,-21.472433807910004,-46.74846604701985,1
1,29.92,29.92,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,SC,-26.24397008278072,-50.79713003792217,1
1,409.79,409.79,1,1,1,4.0,0.0,1.0,1.0,1,boleto,SP,-21.1899219190342,-47.787945004434754,0
1,62.69,62.69,1,1,1,5.0,0.0,6.0,6.0,1,credit_card,SP,-23.49206728098309,-47.41096819655652,0
1,105.56,105.56,1,1,1,5.0,0.0,5.0,5.0,1,credit_card,MG,-17.228786404946344,-44.4325203984316,0
1,37.38,37.38,1,1,1,4.0,0.0,1.0,1.0,1,credit_card,SP,-23.74669960221479,-46.69108433830945,0
2,154.83,51.61000000000001,2,1,1,5.0,0.0,4.333333333333333,7.0,1,credit_card,PR,-26.4848012771103,-51.98990547422304,1
1,120.84,120.84,1,1,1,1.0,0.0,4.0,4.0,1,credit_card,MG,-18.61813574909145,-43.56995161492459,0
1,238.69,238.69,1,1,1,4.0,0.0,1.0,1.0,1,boleto,SC,-26.91852275175642,-48.659329613167706,1
1,772.08,772.08,1,1,1,5.0,0.0,8.0,8.0,1,credit_card,SP,-23.59014083657624,-46.41261392643246,0
1,103.27,103.27,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,CE,-5.519468741979758,-38.26759069372383,0
1,23.69,23.69,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,SP,-23.61420852981045,-46.64274368495372,0
1,101.74,101.74,1,1,1,1.0,1.0,5.0,5.0,1,credit_card,RJ,-22.89603887266258,-43.31289212020806,1
1,28.86,28.86,1,1,1,5.0,0.0,1.0,1.0,1,voucher,SP,-23.172207438366566,-46.85072793904709,1
1,117.77,117.77,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,PR,-26.256809744658494,-53.304383772942245,0
1,172.14,172.14,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,SP,-23.983541239071087,-46.24042008714389,0
1,42.59,42.59,1,1,1,5.0,0.0,3.0,3.0,1,credit_card,SP,-24.18242806106648,-46.80217225634122,1
1,21.38,21.38,1,1,1,5.0,1.0,1.0,1.0,1,boleto,SP,-23.529791142401624,-46.8894509252943,0
1,50.35,50.35,1,1,1,3.0,0.0,1.0,1.0,1,boleto,SC,-27.688477496222028,-48.77325261474217,0
1,554.4,554.4,1,1,1,4.0,0.0,8.0,8.0,1,credit_card,RS,-29.76280867309626,-57.07894480227176,0
1,96.01,96.01,1,1,1,4.0,0.0,1.0,1.0,1,credit_card,SP,-23.201636282926152,-45.89725908465388,0
1,609.9,609.9,1,1,1,4.0,0.0,6.0,6.0,1,credit_card,BA,-13.001547099412123,-38.46196700493387,1
1,42.4,42.4,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,MG,-16.563526600402913,-45.993357588262015,0
1,253.4,253.4,1,1,1,2.0,0.0,1.0,1.0,1,boleto,MG,-19.4690489600068,-42.56413813518658,1
1,28.62,28.62,1,1,1,1.0,0.0,1.0,1.0,1,voucher,SP,-23.60576150491902,-46.48138888819403,1
1,40.09,40.09,1,1,1,1.0,1.0,4.0,4.0,1,credit_card,RJ,-22.955654071898497,-42.87930871978747,1
1,26.44,26.44,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,RJ,-22.984040501861816,-43.45261875788073,0
1,132.88,66.44,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,DF,-15.832876865843968,-47.975907291420405,0
1,111.89,111.89,1,1,1,5.0,0.0,3.0,3.0,1,credit_card,RJ,-22.824825943034902,-43.3060829467283,0
1,231.79,231.79,1,1,1,4.0,0.0,8.0,8.0,1,credit_card,RJ,-22.90346032314552,-43.787664058741406,0
1,135.51,135.51,1,1,1,3.0,1.0,5.0,5.0,1,credit_card,RJ,-22.784099468814865,-43.39724545844078,1
2,193.83,96.915,2,2,2,5.0,0.0,1.0,1.0,1,credit_card,RS,-30.027541905647457,-51.19458922726076,1
1,74.03,74.03,1,1,1,5.0,0.0,7.0,7.0,1,credit_card,SP,-23.59610766725718,-46.60103785197577,1
1,58.0,58.0,1,1,1,1.0,0.0,5.0,5.0,1,credit_card,RJ,-22.883273305007684,-43.09217160573567,0
1,66.02,66.02,1,1,1,5.0,0.0,6.0,6.0,1,credit_card,RN,-5.739410602262188,-35.24575071822909,0
1,53.2,26.6,1,1,1,4.0,0.0,1.0,1.0,1,voucher,RJ,-22.9543389768221,-43.35949880254507,0
1,518.39,172.79666666666665,1,2,2,3.0,0.0,1.0,1.0,1,boleto,SP,-20.528419405982003,-47.4112866375386,0
1,78.15,78.15,1,1,1,4.0,0.0,1.0,1.0,1,boleto,SP,-23.726132379141507,-46.560583423285536,0
1,84.57,84.57,1,1,1,5.0,0.0,3.0,3.0,1,credit_card,SP,-23.514351660437352,-46.60603943195834,0
1,155.0,155.0,1,1,1,1.0,0.0,3.0,3.0,1,credit_card,PB,-6.455501841703926,-36.20590796891664,1
1,142.16,71.08,1,1,1,4.0,0.0,10.0,10.0,1,credit_card,RJ,-22.916232605802424,-43.21819999533926,1
1,141.9,141.9,1,1,1,1.0,0.0,1.0,1.0,1,credit_card,SP,-23.61307175112264,-46.57290573077724,0
1,113.62,113.62,1,1,1,4.0,0.0,1.0,1.0,1,credit_card,SP,-23.331436159611084,-46.5970216260758,1
1,138.28,138.28,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,SP,-23.55956015081436,-46.531456261177865,1
1,161.77,161.77,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,PR,-25.415031624828988,-49.26748555220296,1
1,95.52,47.760000000000005,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,SP,-23.46879414488566,-46.722493377034006,1
1,68.59,68.59,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,RJ,-22.40073326761871,-41.815323794194754,0
1,106.38,106.38,1,1,1,1.0,0.0,1.0,1.0,1,credit_card,MG,-17.695889076513044,-42.51735231797427,1
1,141.67000000000002,141.67000000000002,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,RJ,-23.013945234739644,-43.46302017493874,0
1,89.88000000000001,89.88000000000001,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,SP,-23.5083067453272,-46.77832484833088,0
1,187.2,93.6,1,1,1,5.0,0.0,1.0,1.0,1,boleto,PR,-25.41736121752996,-49.260669826665286,0
1,118.35,118.35,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.4212589266632,-46.43092984854711,0
1,309.72,103.24,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.07458670846956,-46.55360927067463,1
1,38.47,38.47,1,1,1,5.0,0.0,3.0,3.0,1,credit_card,MG,-20.647545575563747,-41.90910060677315,0
1,312.91,312.91,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SP,-23.055764998393464,-46.3597870104436,1
1,51.79,51.79,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SP,-22.601864424210905,-48.80728324187913,0
1,232.14,116.07,1,2,2,1.0,0.0,8.0,8.0,1,credit_card,SP,-23.485459167361192,-46.809773523794576,0
1,22.79,22.79,1,1,1,2.0,0.0,1.0,1.0,1,credit_card,GO,-15.958388717316073,-48.27378877559454,1
2,242.46,60.615,2,2,2,1.75,0.25,1.0,1.0,2,voucher,MG,-21.775219369192417,-43.34072444164519,0
1,156.67,156.67,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SP,-23.531757751622496,-45.84851594636176,0
1,53.83,53.83,1,1,1,5.0,0.0,5.0,5.0,1,credit_card,PA,-3.007289642364792,-47.36138453197414,1
1,299.72,299.72,1,1,1,5.0,0.0,10.0,10.0,1,credit_card,RS,-29.17012732201081,-51.185407600235344,1
1,314.34000000000003,52.39000000000001,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SP,-22.74359315006338,-47.31168498599425,0
2,198.78,99.39,2,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.621459036388536,-46.615263219417,0
1,75.18,75.18,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,PR,-25.43387772644581,-49.26970660565188,1
1,161.3,80.65,1,1,1,5.0,0.0,1.0,1.0,1,boleto,MT,-13.182314454364484,-53.26374176837851,1
1,117.45,117.45,1,1,1,5.0,0.0,4.0,4.0,1,credit_card,MG,-19.46651813416311,-45.60031301345413,0
1,170.43,170.43,1,1,1,5.0,1.0,5.0,5.0,1,credit_card,SP,-20.53539287198547,-47.43534914981272,0
1,141.06,141.06,1,1,1,3.0,0.0,1.0,1.0,1,credit_card,RS,-28.460316010658303,-52.81938195923575,1
1,69.12,69.12,1,1,1,0.0,0.0,1.0,1.0,1,boleto,MG,-17.22424977052579,-46.87426005019532,0
1,134.58,134.58,1,1,1,5.0,0.0,1.0,1.0,1,boleto,RS,-27.524073049928703,-52.89739489960556,1
1,59.85,59.85,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-22.609818086462283,-48.79619142626718,1
1,68.63,68.63,1,1,1,4.0,0.0,1.0,1.0,1,credit_card,SP,-23.275618816991948,-47.27641618898152,0
1,86.05,86.05,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,PR,-25.46085613154385,-49.2949161853529,0
1,64.74,64.74,1,1,1,4.0,0.0,1.0,1.0,1,credit_card,RO,-9.899065156513377,-63.06167211251028,1
1,217.78,217.78,1,1,1,5.0,0.0,5.0,5.0,1,credit_card,RS,-29.895637021188254,-50.25550148366066,1
1,67.5,67.5,1,1,1,4.0,0.0,6.0,6.0,1,credit_card,DF,-15.65743354834828,-47.79646538919319,1
1,63.79,63.79,1,1,1,1.0,0.0,6.0,6.0,1,credit_card,PE,-8.025757398808876,-34.98144938736345,1
1,215.14,215.14,1,1,1,5.0,0.0,1.0,1.0,1,voucher,SC,-26.871686477257114,-49.10396542093535,0
1,126.67,63.335,1,2,2,5.0,0.0,1.0,1.0,1,boleto,SP,-23.388999939159586,-46.32074129940669,0
1,285.59000000000003,285.59000000000003,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.553822211412136,-46.18441943338177,0
1,145.5,145.5,1,1,1,4.0,0.0,8.0,8.0,1,credit_card,BA,-13.540837995051495,-43.58249481878696,1
1,43.29,43.29,1,1,1,5.0,0.0,4.0,4.0,1,credit_card,SP,-23.560321556312243,-46.77804011762417,0
1,38.41,38.41,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.515518634357388,-46.60411257484184,0
1,402.49,402.49,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,MG,-19.913964198659727,-43.97610621974729,0
1,110.89,110.89,1,1,1,5.0,0.0,6.0,6.0,1,credit_card,SP,-21.20167760177908,-50.458359581473225,1
1,204.45,204.45,1,1,1,1.0,0.0,3.0,3.0,1,credit_card,SP,-23.46647367404035,-46.66335271413223,0
1,109.35,109.35,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.59610766725718,-46.60103785197577,0
1,74.74,74.74,1,1,1,3.0,0.0,1.0,1.0,1,credit_card,SP,-22.266618165415107,-48.56710186945723,1
2,113.72,56.86,2,1,1,2.0,0.0,1.0,1.0,1,credit_card,SP,-23.49303560989892,-46.8698375343033,0
1,97.81,97.81,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,MG,-18.867237498346498,-41.96095565690747,0
1,133.25,133.25,1,1,1,5.0,0.0,1.0,1.0,1,voucher,SP,-23.982220681515305,-48.86809460135896,0
1,180.95,180.95,1,1,1,5.0,0.0,1.0,1.0,1,boleto,PR,-25.430074073901213,-49.27148972692091,1
1,445.32,445.32,1,1,1,4.0,0.0,1.0,1.0,1,boleto,MT,-10.876627651157834,-51.63434408181258,0
1,52.510000000000005,52.510000000000005,1,1,1,5.0,0.0,5.0,5.0,1,credit_card,MG,-17.729898195113368,-46.16582085958609,1
1,124.16,124.16,1,1,1,5.0,0.0,5.0,5.0,1,credit_card,SP,-23.744911174320823,-46.685270401602445,1
1,65.47,65.47,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.704309850092475,-46.6918596136945,0
1,98.16,98.16,1,1,1,4.0,0.0,1.0,1.0,1,boleto,SP,-23.58920536717977,-46.66925801902797,1
1,40.78,40.78,1,1,1,5.0,0.0,1.0,1.0,1,boleto,MT,-15.657032787993906,-56.14229177516031,1
1,273.27000000000004,273.27000000000004,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,PR,-25.39672047216644,-49.29656246165706,1
1,106.73,106.73,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,MG,-21.130416014821268,-42.38097373894461,0
2,218.94,109.47,2,2,2,3.0,0.0,1.0,1.0,1,boleto,SP,-23.4914984581636,-46.651980798015465,0
1,389.82,194.91,1,1,1,5.0,0.0,4.0,4.0,1,credit_card,MG,-19.90655433163065,-43.97077829257326,1
1,393.46,393.46,1,1,1,5.0,0.0,10.0,10.0,1,credit_card,ES,-20.19776283889687,-40.27168402663036,1
1,122.22,61.11,1,1,1,4.0,0.0,1.0,1.0,1,boleto,RS,-29.52488661228705,-52.12811749982887,1
1,698.85,698.85,1,1,1,2.0,0.0,7.0,7.0,1,credit_card,SP,-23.5942958617305,-46.55276345322604,0
2,130.64,65.32,2,2,2,5.0,0.0,2.5,4.0,1,credit_card,RJ,-22.965386385422804,-43.17839967576386,0
1,58.28,58.28,1,1,1,4.0,0.0,2.0,2.0,1,credit_card,SP,-23.56898386676989,-46.98675890796004,0
1,77.03,77.03,1,1,1,4.0,0.0,1.0,1.0,1,credit_card,SP,-23.19518976787864,-46.83065776705766,1
1,49.73,49.73,1,1,1,3.0,0.0,1.0,1.0,1,credit_card,RS,-29.22759101922439,-51.35013482220101,0
1,139.8,69.9,1,1,1,2.0,0.0,1.0,1.0,1,credit_card,SC,-27.64828569674976,-48.67944111128847,0
1,86.36000000000001,86.36000000000001,1,1,1,4.0,1.0,1.0,1.0,1,credit_card,MG,-20.00393066612943,-44.06302295221173,0
1,423.67,211.835,1,2,2,3.0,0.0,10.0,10.0,1,credit_card,GO,-13.261905309149467,-50.16257801564893,0
1,108.01,108.01,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SP,-23.5846780023027,-46.62534579686223,1
1,35.36,35.36,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SP,-22.74057348206503,-47.37588873094647,0
1,305.7,305.7,1,1,1,5.0,0.0,5.0,5.0,1,credit_card,RS,-29.172757663583155,-51.210401188875736,1
1,216.26,216.26,1,1,1,3.0,0.0,3.0,3.0,1,credit_card,AP,0.0363478141629411,-51.09674629721869,1
1,83.05000000000001,83.05000000000001,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-21.17984836317826,-47.788588427365454,0
1,121.68,121.68,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SC,-27.594005846982533,-48.62332611082381,0
1,57.68,57.68,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-22.71757294715269,-47.3543856380839,0
1,92.97,92.97,1,1,1,4.0,0.0,1.0,1.0,1,credit_card,PE,-8.11494899331008,-34.89629481213242,1
1,35.239999999999995,35.239999999999995,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SP,-23.53784434435113,-46.573381550950046,1
1,286.54,286.54,1,1,1,3.0,0.0,3.0,3.0,1,credit_card,MG,-19.50674249694519,-42.62849774464592,1
1,78.09,78.09,1,1,1,5.0,0.0,1.0,1.0,1,voucher,PR,-24.28385072395331,-53.83806900158306,1
1,301.19,301.19,1,1,1,5.0,0.0,7.0,7.0,1,credit_card,RS,-29.587263955679656,-51.36225427816535,1
1,140.88,140.88,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.331436159611084,-46.5970216260758,0
2,99.58,49.79,2,2,2,4.5,0.0,2.5,4.0,1,credit_card,SP,-22.59514442971677,-46.51392941682048,0
1,20.75,20.75,1,1,1,4.0,0.0,1.0,1.0,1,credit_card,SP,-23.518609765750664,-46.41415473375324,0
1,165.4,165.4,1,1,1,5.0,0.0,3.0,3.0,1,credit_card,MG,-20.52043215066094,-43.704761149318,0
1,102.56,102.56,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.593510672588828,-46.68525437526763,0
1,84.63999999999999,84.63999999999999,1,1,1,1.0,0.0,8.0,8.0,1,credit_card,PR,-23.31838335948797,-51.156971259797714,0
1,446.51,446.51,1,1,1,5.0,0.0,4.0,4.0,1,credit_card,SP,-21.928344933792857,-50.525329094576,0
1,217.78,217.78,1,1,1,5.0,0.0,10.0,10.0,1,credit_card,RS,-30.073588215443007,-51.20922993832115,1
2,370.32,185.16,2,2,2,4.0,0.0,1.0,1.0,2,boleto,RJ,-22.926392906158146,-43.23205184603426,0
1,50.68,50.68,1,1,1,5.0,0.0,5.0,5.0,1,credit_card,SP,-22.94304798459344,-45.465850679856175,1
1,170.10000000000002,170.10000000000002,1,1,1,5.0,0.0,6.0,6.0,1,credit_card,SP,-23.50965158057894,-46.52528087679783,0
